987,JFPE,Juan Fernandez Petrel
4935,JUMY,Jungle Myna
7331,JUTI,Juniper Titmouse
7830,KAAM,Kauai Amakihi
7702,KAEL,Kauai Elepaio
7930,KAKA,Kakawahie
7543,KAMA,Kamao
6221,KAOO,Kauai Oo
8536,KEPE,Kerguelen Petrel
8549,KETE,Kerguelen Tern
6770,KEWA,Kentucky Warbler
1620,KIEI,King Eider
2730,KILL,Killdeer
240,KIMU,Kittlitz's Murrelet
8501,KIPE,King Penguin
2080,KIRA,King Rail
6700,KIWA,Kirtland's Warbler
3220,KWQD,Key West Quail-Dove
821,LAAL,Laysan Albatross
1322,LADU,Laysan Duck
7740,LAFI,Laysan Finch
5310,LAGO,Lawrence's Goldfinch
580,LAGU,Laughing Gull
5360,LALO,Lapland Longspur
7475,LANW,Lanceolated Warbler
4622,LAPE,Lesser Antillean Pewee
6050,LARB,Lark Bunting
5520,LASP,Lark Sparrow
8060,LAVW,Lavender Waxbill
6413,LAWA,Lawrence's Warbler
5990,LAZB,Lazuli Bunting
500,LBBG,Lesser Black-backed Gull
2640,LBCU,Long-billed Curlew
2320,LBDO,Long-billed Dowitcher
2000,LBHE,Little Blue Heron
231,LBMU,Long-billed Murrelet
5440,LBSP,Large-billed Sparrow
7060,LBTH,Long-billed Thrasher
6334,LBVI,Least Bell's Vireo
3960,LBWO,Ladder-backed Woodpecker
1723,LCGO,Large Canada Goose
5480,LCSP,Le Conte's Sparrow
7110,LCTH,Le Conte's Thrasher
200,LEAU,Least Auklet
1910,LEBI,Least Bittern
4670,LEFL,Least Flycatcher
1282,LEFR,Lesser Frigatebird
5300,LEGO,Lesser Goldfinch
2729,LEGP,Lesser Golden-Plover
50,LEGR,Least Grebe
4210,LENI,Lesser Nighthawk
3660,LEOW,Long-eared Owl
2420,LESA,Least Sandpiper
6022,LESB,Lesser Antillean Bullfinch
1490,LESC,Lesser Scaup
4554,LESF,Lesser Antillean Flycatcher
8544,LESH,Lesser Sheathbill
740,LETE,Least Tern
4080,LEWO,Lewis's Woodpecker
2550,LEYE,Lesser Yellowlegs
2112,LFRR,Light-footed Ridgway's Rail
1060,LHSP,Leach's Storm-Petrel
5352,LIBU,Little Bunting
601,LIGU,Little Gull
2070,LIMP,Limpkin
921,LISH,Little Shearwater
5830,LISP,Lincoln's Sparrow
741,LITE,Little Tern
8524,LMSA,Light-mantled Albatross
4452,LOKI,Loggerhead Kingbird
6220,LOSH,Loggerhead Shrike
6760,LOWA,Louisiana Waterthrush
2790,LRSP,Lesser Sand-Plover
4551,LSFL,La Sagra's Flycatcher
1690,LSGO,Lesser Snow Goose
8750,LTCU,Long-tailed Cuckoo
1540,LTDU,Long-tailed Duck
380,LTJA,Long-tailed Jaeger
1030,LTSP,Least Storm-Petrel
2423,LTST,Long-toed Stint
4370,LUHU,Lucifer Hummingbird
6430,LUWA,Lucy's Warbler
1713,LWFG,Lesser White-fronted Goose
7920,MAAL,Maui Alauahio
1140,MABO,Masked Booby
8510,MACP,Macaroni Penguin
3860,MACU,Mangrove Cuckoo
1680,MADU,Masked Duck
3155,MAFD,Mariana Fruit Dove
1280,MAFR,Magnificent Frigatebird
2490,MAGO,Marbled Godwit
8516,MAGP,Magellanic Penguin
391,MAGU,Magellan Gull
4260,MAHU,Magnificent Hummingbird
1320,MALL,Mallard
1327,MALX,Mallard Dominant X American Black Duck Hybrid
230,MAMU,Marbled Murrelet
7810,MAPA,Maui Parrotbill
8570,MARC,Mariana Crow
2562,MASA,Marsh Sandpiper
900,MASH,Manx Shearwater
8800,MASW,Mariana Swiftlet
6570,MAWA,Magnolia Warbler
7250,MAWR,Marsh Wren
1326,MBDH,Mallard X American Black Duck Hybrid
1325,MBDX,Mallard X American Black Duck Intermediate
8760,MCFD,Many-colored Fruit Dove
5390,MCLO,McCown's Longspur
2192,MCMO,Mariana Common Moorhen
7370,MECH,Mexican Chickadee
1331,MEDU,Mexican Duck
550,MEGU,Mew Gull
4820,MEJA,Mexican Jay
3570,MERL,Merlin
6800,MGWA,MacGillivray's Warbler
1323,MHDH,Mallard X Hawaiian Duck Hybrid
8790,MICK,Micronesian Kingfisher
7471,MIGW,Middendorff's Grasshopper-Warbler
8680,MIHO,Micronesian Honeyeater
3290,MIKI,Mississippi Kite
7462,MILL,Millerbird
8600,MIME,Micronesian Megapode
8720,MIST,Micronesian Starling
5350,MKBU,McKay's Bunting
7680,MOBL,Mountain Bluebird
7380,MOCH,Mountain Chickadee
3160,MODO,Mourning Dove
1340,MODU,Mottled Duck
3824,MOPA,Monk Parakeet
990,MOPE,Mottled Petrel
2810,MOPL,Mountain Plover
6790,MOWA,Mourning Warbler
2061,MSCR,Mississippi Sandhill Crane
3693,MSOW,Mexican Spotted Owl
1441,MUDU,Muscovy Duck
1001,MUPE,Murphy's Petrel
1782,MUSW,Mute Swan
5546,MWCS,Mountain White-crowned Sparrow
4172,MWPW,Mexican Whip-poor-will
6550,MYWA,Myrtle Warbler
1142,NABO,Nazca Booby
6450,NAWA,Nashville Warbler
4720,NBTY,Northern Beardless-Tyrannulet
1210,NECO,Neotropic Cormorant
932,NESH,Newell's Shearwater
5491,NESP,Nelson's Sparrow
8553,NGPE,Northern Giant Petrel
3770,NHOW,Northern Hawk Owl
7750,NIFI,Nihoa Finch
8590,NIRW,Nightingale Reed Warbler
5930,NOCA,Northern Cardinal
4890,NOCR,Northwestern Crow
860,NOFU,Northern Fulmar
1170,NOGA,Northern Gannet
3340,NOGO,Northern Goshawk
3310,NOHA,Northern Harrier
2880,NOJA,Northern Jacana
2690,NOLA,Northern Lapwing
7030,NOMO,Northern Mockingbird
6480,NOPA,Northern Parula
1430,NOPI,Northern Pintail
3790,NOPO,Northern Pygmy-Owl
6750,NOWA,Northern Waterthrush
7650,NOWH,Northern Wheatear
8041,NRBI,Northern Red Bishop
6170,NRWS,Northern Rough-winged Swallow
1420,NSHO,Northern Shoveler
6210,NSHR,Northern Shrike
3692,NSOW,Northern Spotted Owl
3720,NSWO,Northern Saw-whet Owl
4531,NUFL,Nutting's Flycatcher
7880,NUKU,Nukupuu
3970,NUWO,Nuttall's Woodpecker
5560,NWCS,Nuttall's White-crowned Sparrow
7940,OAAL,Oahu Alauahio
7821,OAAM,Oahu Amakihi
7701,OAEL,Oahu Elepaio
7330,OATI,Oak Titmouse
7424,OBNT,Orange-billed Nightingale-Thrush
6983,OBPI,Olive-backed Pipit
6460,OCWA,Orange-crowned Warbler
3813,OFPA,Orange-fronted Parakeet
1436,OHDU,Other Hybrid Duck
1716,OHGO,Other Hybrid Goose
9138,OLIW,Olive-capped Warbler
7545,OLOM,Olomao
5860,OLSP,Olive Sparrow
6510,OLWA,Olive Warbler
7541,OMAO,Omao
9151,ORAN,Orangequit
8070,ORAW,Orange-cheeked Waxbill
5262,ORGR,Oriental Greenfinch
5671,ORJU,Oregon Junco
5060,OROR,Orchard Oriole
4590,OSFL,Olive-sided Flycatcher
3640,OSPR,Osprey
7760,OU,Ou
6740,OVEN,Ovenbird
3829,OWPA,Orange-winged Parrot
170,PAAU,Parakeet Auklet
6010,PABU,Painted Bunting
2721,PAGP,Pacific Golden-Plover
370,PAJA,Parasitic Jaeger
5354,PALB,Pallas's Bunting
7770,PALI,Palila
100,PALO,Pacific Loon
8770,PAPI,Pacific Pigeon
6880,PARE,Painted Redstart
7221,PAWR,Pacific Wren
60,PBGR,Pied-billed Grebe
3432,PBWH,Puerto Rican Broad-winged Hawk
8620,PCFD,Purple-capped Fruit Dove
4261,PCST,Plain-capped Starthroat
1230,PECO,Pelagic Cormorant
3560,PEFA,Peregrine Falcon
6981,PEPI,Pechora Pipit
2390,PESA,Pectoral Sandpiper
7111,PETH,Pearly-eyed Thrasher
1712,PFGO,Pink-footed Goose
910,PFSH,Pink-footed Shearwater
6200,PHAI,Phainopepla
988,PHPE,Phoenix Petrel
3158,PHTD,Philippine Turtle-Dove
6260,PHVI,Philadelphia Vireo
5150,PIGR,Pine Grosbeak
290,PIGU,Pigeon Guillemot
4920,PIJA,Pinyon Jay
2770,PIPL,Piping Plover
5330,PISI,Pine Siskin
6710,PIWA,Pine Warbler
4050,PIWO,Pileated Woodpecker
3121,PLPI,Plain Pigeon
7339,PLTI,Plain Titmouse
6291,PLVI,Plumbeous Vireo
360,POJA,Pomarine Jaeger
8650,POST,Polynesian Starling
